Species,Species_code,Week,long_mean,lat_mean,long_median,lat_median,dist,cluster2,cluster3,cluster4,hcluster2,hcluster3,hcluster4
American Robin,amerob,4,-97.32855303,38.24233149,-97.49880161,38.48909999,1.528127779,2,3,3,1,1,1
American Robin,amerob,5,-97.07311479,38.32965729,-97.33320161,38.59549999,2.292191668,2,3,3,1,1,1
American Robin,amerob,6,-96.9331028,38.44139883,-97.30560161,38.72849999,2.90344278,2,3,3,1,1,1
American Robin,amerob,7,-96.95476971,38.59010134,-97.44360161,38.99449999,3.514693891,2,3,3,1,1,1
American Robin,amerob,8,-97.37804502,38.76661738,-97.83000161,39.18069999,4.890008893,2,3,3,1,1,1
American Robin,amerob,9,-97.98808544,39.02768259,-98.38200161,39.47329999,7.029387783,2,3,3,1,1,1
American Robin,amerob,10,-98.72127303,39.70118743,-99.23760161,40.11169999,10.39126889,2,3,3,1,1,1
American Robin,amerob,11,-100.2462038,41.21985974,-100.9764016,41.46829999,17.42065667,2,3,3,1,1,1
American Robin,amerob,12,-101.0281022,42.45517407,-102.1632016,42.58549999,22.31066557,2,3,3,1,1,1
American Robin,amerob,13,-100.3983218,43.57267395,-101.7768016,43.88889999,26.58942335,2,3,3,1,1,1
American Robin,amerob,14,-100.5705863,44.40998445,-102.1080016,44.68689999,29.64567891,2,3,3,1,1,1
American Robin,amerob,15,-103.6113906,46.5583952,-104.5092016,46.33609999,41.71788837,2,3,3,1,1,1
American Robin,amerob,16,-108.0792987,48.97013432,-107.7384016,48.46409999,58.06885559,2,3,3,1,1,1
American Robin,amerob,17,-108.4105391,49.53710012,-108.3456016,49.18229999,60.36104726,2,3,3,1,1,1
American Robin,amerob,18,-108.5306988,49.68874151,-108.5388016,49.36849999,60.97229837,2,3,3,1,1,1
American Robin,amerob,19,-108.7144306,49.84888981,-108.6768016,49.55469999,61.73636227,2,3,3,1,1,1
American Robin,amerob,20,-108.8436777,50.13074169,-108.7596016,49.79409999,62.80605171,2,3,3,1,1,1
American Robin,amerob,21,-109.1414868,50.79390345,-108.8148016,50.48569999,65.25105615,2,3,3,1,1,1
American Robin,amerob,22,-109.4897777,51.57204054,-108.7320016,51.41669999,68.00168615,2,3,3,1,1,1
American Robin,amerob,23,-109.569349,51.78733143,-108.8148016,51.62949999,68.91856283,2,3,3,1,1,1
American Robin,amerob,24,-109.1426688,52.19580595,-108.1800016,52.24129999,70.75231616,2,3,3,1,1,1
American Robin,amerob,25,-109.027245,52.32663967,-107.9868016,52.42749999,71.36356727,2,3,3,1,1,1
American Robin,amerob,26,-108.939961,52.40294348,-107.5176016,52.50729999,71.8220056,2,3,3,1,1,1
American Robin,amerob,27,-108.9065138,52.34680334,-107.6832016,52.45409999,71.97481838,2,3,3,1,1,1
American Robin,amerob,28,-109.1739933,52.28358075,-108.0144016,52.29449999,72.89169505,2,3,3,1,1,1
American Robin,amerob,29,-109.693816,52.01716106,-108.4836016,51.92209999,74.72544838,2,3,3,1,1,1
American Robin,amerob,30,-109.6003073,51.68530986,-108.4284016,51.49649999,75.94795061,2,3,3,1,1,1
American Robin,amerob,31,-109.6126289,51.45282635,-108.4008016,51.17729999,76.7120145,2,3,3,1,1,1
American Robin,amerob,32,-109.2343713,51.18020674,-108.0696016,50.85809999,78.24014228,2,3,3,1,1,1
American Robin,amerob,33,-109.5573137,50.89008492,-108.4560016,50.29949999,79.76827006,2,3,3,1,1,1
American Robin,amerob,34,-109.5865832,50.77289238,-108.5388016,49.98029999,80.22670839,2,3,3,1,1,1
American Robin,amerob,35,-108.9469344,50.38379186,-108.2352016,49.52809999,82.67171285,2,3,3,1,1,1
American Robin,amerob,36,-107.9041649,49.95847587,-107.7660016,49.18229999,86.18640675,2,3,3,1,1,1
American Robin,amerob,37,-106.3881172,49.1657991,-106.7448016,48.54389999,91.68766675,2,3,3,1,1,1
American Robin,amerob,38,-105.5424188,48.78867597,-106.1652016,48.25129999,94.74392228,2,3,3,1,1,1
American Robin,amerob,39,-103.7233917,47.97836174,-104.8680016,47.66609999,101.0092462,2,3,3,1,1,1
American Robin,amerob,40,-102.5991533,47.33249449,-104.1504016,47.13409999,105.288004,2,3,3,1,1,1
American Robin,amerob,41,-101.973999,46.60640009,-103.6812016,46.49569999,108.3442595,2,3,3,1,1,1
American Robin,amerob,42,-100.4159194,45.40908947,-101.8596016,45.51149999,114.7623962,2,3,3,1,1,1
American Robin,amerob,43,-98.06522705,43.49492695,-99.18240161,43.75589999,124.6952267,2,3,3,1,1,1
American Robin,amerob,44,-96.63072356,42.26603555,-97.60920161,42.63869999,130.8077379,2,3,3,1,1,1
American Robin,amerob,45,-95.62014905,41.40273766,-96.89160161,41.89389999,135.2393085,2,3,3,1,1,1
American Robin,amerob,46,-96.2810378,40.45430634,-98.05080161,40.75009999,139.2124407,2,3,3,1,1,1
American Robin,amerob,47,-97.14323076,39.79099493,-98.76840161,40.05849999,142.7271346,2,3,3,1,1,1
American Robin,amerob,48,-97.95060988,39.22782478,-99.26520161,39.49989999,145.9362028,2,3,3,1,1,1
American Robin,amerob,49,-98.31727339,38.99160085,-99.43080161,39.23389999,147.3115179,2,3,3,1,1,1
American Robin,amerob,50,-98.66236819,38.73258579,-99.43080161,38.96789999,148.6868328,2,3,3,1,1,1
American Robin,amerob,51,-98.61935756,38.54400858,-99.21000161,38.80829999,149.298084,2,3,3,1,1,1
American Robin,amerob,52,-98.36651123,38.22328965,-98.85120161,38.51569999,150.673399,2,3,3,1,1,1
American White Pelican,amwpel,1,-97.37100551,26.32277295,-97.66440161,26.30629999,182.1309702,2,2,2,1,2,2
American White Pelican,amwpel,2,-97.27697869,26.53279289,-97.66440161,26.46589999,0,2,2,2,1,2,2
American White Pelican,amwpel,3,-97.18271637,26.84959468,-97.55400161,26.65209999,1.097174519,2,2,2,1,2,2
American White Pelican,amwpel,4,-97.11293931,27.10242384,-97.47120161,26.86489999,2.011486618,2,2,2,1,2,2
American White Pelican,amwpel,5,-96.72565239,27.29009952,-96.78120161,27.10429999,3.474385976,2,2,2,1,2,2
American White Pelican,amwpel,6,-96.52267724,27.18512734,-96.47760161,26.97129999,4.205835655,2,2,2,1,2,2
American White Pelican,amwpel,7,-96.68133589,27.32620471,-96.00840161,27.07769999,4.937285335,2,2,2,1,2,2
American White Pelican,amwpel,8,-97.11997447,27.63896805,-95.98080161,27.21069999,6.583047113,2,2,2,1,2,2
American White Pelican,amwpel,9,-97.26880433,28.45949416,-95.64960161,27.74269999,9.508845829,2,2,2,1,2,2
American White Pelican,amwpel,10,-97.27078463,28.80225931,-95.67720161,27.90229999,10.60602035,2,2,2,1,2,2
American White Pelican,amwpel,11,-97.15931721,29.22975749,-95.81520161,28.16829999,12.06891971,2,2,2,1,2,2
American White Pelican,amwpel,12,-97.40702833,29.89533736,-96.28440161,28.56729999,14.44613116,2,2,2,1,2,2
American White Pelican,amwpel,13,-98.41709186,31.19920071,-97.44360161,29.71109999,19.93200376,2,2,2,1,2,2
American White Pelican,amwpel,14,-99.52471494,33.1199757,-98.10600161,33.88729999,27.42936298,2,2,2,1,2,2
American White Pelican,amwpel,15,-100.4419938,38.84645855,-98.43720161,41.94709999,46.99564189,2,2,2,1,2,2
American White Pelican,amwpel,16,-100.2915554,42.01695047,-98.40960161,44.02189999,57.78452466,2,2,2,1,2,2
American White Pelican,amwpel,17,-101.1077519,43.35755911,-99.15480161,44.89969999,63.08753484,2,2,2,1,2,2
American White Pelican,amwpel,18,-101.4202173,43.67959168,-99.56880161,45.24549999,64.5504342,2,2,2,1,2,2
American White Pelican,amwpel,19,-101.6547791,43.81524265,-99.62400161,45.48489999,65.46474629,2,2,2,1,2,2
American White Pelican,amwpel,20,-101.9360971,44.42010235,-99.70680161,45.80409999,67.65909533,2,2,2,1,2,2
American White Pelican,amwpel,21,-102.5743487,45.39972682,-100.3416016,46.22969999,71.68206857,2,2,2,1,2,2
American White Pelican,amwpel,22,-102.7108772,46.24266033,-100.5072016,46.76169999,74.42500486,2,2,2,1,2,2
American White Pelican,amwpel,23,-102.5104544,46.7078026,-100.3968016,47.05429999,76.25362907,2,2,2,1,2,2
American White Pelican,amwpel,24,-102.6047916,48.16537973,-100.8108016,48.19809999,81.1909144,2,2,2,1,2,2
American White Pelican,amwpel,25,-102.7649426,48.55774164,-101.3076016,48.75669999,82.65381374,2,2,2,1,2,2
American White Pelican,amwpel,26,-102.4248512,49.23701934,-101.0040016,50.61869999,85.21388764,2,2,2,1,2,2
American White Pelican,amwpel,27,-102.5154605,49.6312026,-101.2524016,51.44329999,86.49392455,2,2,2,1,2,2
American White Pelican,amwpel,28,-102.731847,49.63111653,-101.5284016,51.49649999,87.22537423,2,2,2,1,2,2
American White Pelican,amwpel,29,-102.4997737,49.30682141,-101.5284016,51.12409999,88.68827358,2,2,2,1,2,2
American White Pelican,amwpel,30,-103.0140482,48.68762898,-102.6324016,50.37929999,91.43120992,2,2,2,1,2,2
American White Pelican,amwpel,31,-103.4601911,48.62599972,-103.8744016,50.35269999,92.89410927,2,2,2,1,2,2
American White Pelican,amwpel,32,-103.6306031,48.80875533,-104.4264016,50.53889999,93.62555894,2,2,2,1,2,2
American White Pelican,amwpel,33,-103.8085144,48.94669838,-104.5644016,50.53889999,94.35700862,2,2,2,1,2,2
American White Pelican,amwpel,34,-103.6215598,49.15778137,-103.7916016,50.75169999,95.45418317,2,2,2,1,2,2
American White Pelican,amwpel,35,-103.5007954,48.53009755,-103.2672016,49.47489999,97.6485322,2,2,2,1,2,2
American White Pelican,amwpel,36,-103.428148,48.13530858,-102.8808016,48.83649999,98.92856911,2,2,2,1,2,2
American White Pelican,amwpel,37,-102.9135888,46.73868742,-101.3628016,47.71929999,104.0487169,2,2,2,1,2,2
American White Pelican,amwpel,38,-102.9943368,45.1118633,-100.9488016,46.57549999,109.5345894,2,2,2,1,2,2
American White Pelican,amwpel,39,-102.7980833,42.13981042,-100.6452016,44.42089999,119.5920225,2,2,2,1,2,2
American White Pelican,amwpel,40,-102.2470539,38.28976298,-100.5900016,39.63289999,132.7581167,2,2,2,1,2,2
American White Pelican,amwpel,41,-101.7188526,33.74345975,-101.6940016,32.58389999,148.3014224,2,2,2,1,2,2
American White Pelican,amwpel,42,-101.7381523,30.9754294,-101.8872016,27.15749999,157.6274059,2,2,2,1,2,2
American White Pelican,amwpel,43,-101.4072591,29.96204048,-101.6112016,26.27969999,161.2846543,2,2,2,1,2,2
American White Pelican,amwpel,44,-100.9528454,28.63760254,-101.0040016,25.74769999,165.8562148,2,2,2,1,2,2
American White Pelican,amwpel,45,-100.7004117,27.97154932,-100.5072016,25.53489999,168.4162886,2,2,2,1,2,2
American White Pelican,amwpel,46,-100.1280094,27.39263611,-98.96160161,25.66789999,170.9763625,2,2,2,1,2,2
American White Pelican,amwpel,47,-99.48278224,27.17976694,-98.38200161,25.88069999,173.1707115,2,2,2,1,2,2
American White Pelican,amwpel,48,-98.88661777,26.93189888,-97.85760161,26.14669999,175.1821982,2,2,2,1,2,2
American White Pelican,amwpel,49,-98.10860547,26.76591945,-97.33320161,26.33289999,177.742272,2,2,2,1,2,2
American White Pelican,amwpel,50,-97.81126829,26.35067871,-97.05720161,26.19989999,179.5708963,2,2,2,1,2,2
American White Pelican,amwpel,51,-97.24649529,26.1972421,-96.78120161,26.30629999,181.3995205,2,2,2,1,2,2
American White Pelican,amwpel,52,-97.23031924,26.22911349,-97.41600161,26.25309999,181.5823828,2,2,2,1,2,2
Bald Eagle,baleag,1,-103.32,44.71676,-100.645,44.2081,154.8288144,2,2,2,1,2,3
Bald Eagle,baleag,2,-104.005,44.85948,-101.363,44.2347,0,2,2,2,1,2,3
Bald Eagle,baleag,3,-105.823,45.57232,-103.102,44.5539,6.556012957,2,2,2,1,2,3
Bald Eagle,baleag,4,-107.425,46.2919,-105.061,44.9263,12.45170807,2,2,2,1,2,3
Bald Eagle,baleag,5,-106.818,46.00298,-104.647,44.8199,14.69993313,2,2,2,1,2,3
Bald Eagle,baleag,6,-106.919,46.09091,-104.62,44.9795,15.15586689,2,2,2,1,2,3
Bald Eagle,baleag,7,-106.301,46.14774,-103.847,45.2721,17.26259527,2,2,2,1,2,3
Bald Eagle,baleag,8,-105.62,46.28202,-102.881,45.6445,19.66803887,2,2,2,1,2,3
Bald Eagle,baleag,9,-107.542,47.48902,-105.144,46.6021,27.27741602,2,2,2,1,2,3
Bald Eagle,baleag,10,-108.697,48.36817,-106.441,47.5331,32.08830323,2,2,2,1,2,3
Bald Eagle,baleag,11,-109.782,49.60055,-108.152,48.7567,37.44945531,2,2,2,1,2,3
Bald Eagle,baleag,12,-110.263,50.73441,-109.615,50.0069,41.39564056,2,2,2,1,2,3
Bald Eagle,baleag,13,-110.591,51.62131,-110.802,51.0177,44.41423646,2,2,2,1,2,3
Bald Eagle,baleag,14,-110.742,52.02536,-111.409,51.4965,45.79775958,2,2,2,1,2,3
Bald Eagle,baleag,15,-110.745,52.22323,-111.299,51.7359,46.42663372,2,2,2,1,2,3
Bald Eagle,baleag,16,-110.897,52.03965,-110.498,51.3103,47.25989196,2,2,2,1,2,3
Bald Eagle,baleag,17,-109.441,51.44971,-108.953,50.5655,52.57387848,2,2,2,1,2,3
Bald Eagle,baleag,18,-108.182,50.74358,-107.6,49.6345,57.43193124,2,2,2,1,2,3
Bald Eagle,baleag,19,-108.538,50.63994,-107.462,49.4217,58.72112324,2,2,2,1,2,3
Bald Eagle,baleag,20,-108.283,50.61626,-106.938,49.4749,59.60154705,2,2,2,1,2,3
Bald Eagle,baleag,21,-108.806,51.20098,-106.69,50.3261,62.19565289,2,2,2,1,2,3
Bald Eagle,baleag,22,-109.225,52.28951,-104.592,52.2679,65.93745405,2,2,2,1,2,3
Bald Eagle,baleag,23,-109.157,52.66599,-103.819,53.4383,67.17948049,2,2,2,1,2,3
Bald Eagle,baleag,24,-109.833,53.51208,-104.012,54.7151,70.76406311,2,2,2,1,2,3
Bald Eagle,baleag,25,-109.082,53.54299,-103.654,54.6885,73.35816896,2,2,2,1,2,3
Bald Eagle,baleag,26,-107.943,53.70171,-103.074,54.8747,77.2414668,2,2,2,1,2,3
Bald Eagle,baleag,27,-107.171,53.72079,-102.356,54.8215,79.89846006,2,2,2,1,2,3
Bald Eagle,baleag,28,-107.728,54.21554,-104.454,55.4067,82.3982348,2,2,2,1,2,3
Bald Eagle,baleag,29,-107.109,54.13429,-106.138,55.3535,84.56785057,2,2,2,1,2,3
Bald Eagle,baleag,30,-107.574,53.80427,-106.717,55.1141,86.50163862,2,2,2,1,2,3
Bald Eagle,baleag,31,-107.448,53.28347,-107.076,54.5821,88.26248618,2,2,2,1,2,3
Bald Eagle,baleag,32,-106.609,52.51322,-106.496,53.5181,92.0671748,2,2,2,1,2,3
Bald Eagle,baleag,33,-106.943,52.08834,-106.8,52.3211,93.87518789,2,2,2,1,2,3
Bald Eagle,baleag,34,-106.766,51.69513,-106.91,51.4433,95.29015472,2,2,2,1,2,3
Bald Eagle,baleag,35,-108.213,51.89173,-107.683,51.3369,100.2897042,2,2,2,1,2,3
Bald Eagle,baleag,36,-108.829,51.91365,-107.766,51.3103,102.3807107,2,2,2,1,2,3
Bald Eagle,baleag,37,-110.606,52.04659,-108.76,51.4699,108.4179025,2,2,2,1,2,3
Bald Eagle,baleag,38,-110.88,52.03935,-109.229,51.4965,109.3612137,2,2,2,1,2,3
Bald Eagle,baleag,39,-110.991,52.2369,-109.56,51.8689,110.1158627,2,2,2,1,2,3
Bald Eagle,baleag,40,-110.925,52.37282,-109.891,52.1083,110.6032402,2,2,2,1,2,3
Bald Eagle,baleag,41,-110.756,52.40416,-109.974,52.0817,111.2006706,2,2,2,1,2,3
Bald Eagle,baleag,42,-110.157,52.50213,-110.14,52.0551,113.2445115,2,2,2,1,2,3
Bald Eagle,baleag,43,-109.74,52.42346,-110.278,51.8955,114.6909221,2,2,2,1,2,3
Bald Eagle,baleag,44,-108.731,51.99013,-110.002,51.3635,118.3855577,2,2,2,1,2,3
Bald Eagle,baleag,45,-107.49,51.24579,-108.649,50.8315,123.1964449,2,2,2,1,2,3
Bald Eagle,baleag,46,-105.647,49.69393,-106.469,49.4749,131.135981,2,2,2,1,2,3
Bald Eagle,baleag,47,-103.731,47.94356,-104.73,47.8789,139.7987224,2,2,2,1,2,3
Bald Eagle,baleag,48,-104.27,47.19953,-104.785,46.8149,142.8644837,2,2,2,1,2,3
Bald Eagle,baleag,49,-104.832,46.81635,-104.951,46.2297,145.1441525,2,2,2,1,2,3
Bald Eagle,baleag,50,-105.04,46.40684,-104.675,45.6711,146.6691724,2,2,2,1,2,3
Bald Eagle,baleag,51,-104.323,45.94742,-103.433,45.1923,149.5462715,2,2,2,1,2,3
Bald Eagle,baleag,52,-103.923,45.23434,-101.528,44.5805,152.187543,2,2,2,1,2,3
Baltimore Oriole,balori,1,-87.1096,15.03699,-87.7836,15.1875,235.8579799,2,2,2,1,1,1
Baltimore Oriole,balori,2,-86.3972,14.62079,-86.9556,14.8949,0,2,2,2,1,1,1
Baltimore Oriole,balori,3,-85.9265,14.19641,-86.4588,14.6821,2.107885967,2,2,2,1,1,1
Baltimore Oriole,balori,4,-86.2878,14.25614,-86.79,14.7619,3.367749892,2,2,2,1,1,1
Baltimore Oriole,balori,5,-86.5829,14.41334,-87.2316,14.8683,4.495423548,2,2,2,1,1,1
Baltimore Oriole,balori,6,-86.6367,14.34465,-87.3972,14.8683,4.788437355,2,2,2,1,1,1
Baltimore Oriole,balori,7,-86.8165,14.36367,-87.6732,14.8949,5.412165441,2,2,2,1,1,1
Baltimore Oriole,balori,8,-86.0996,13.80724,-86.9556,14.4959,8.428680545,2,2,2,1,1,1
Baltimore Oriole,balori,9,-85.7034,13.57728,-86.6796,14.3097,9.955311106,2,2,2,1,1,1
Baltimore Oriole,balori,10,-85.9042,13.69396,-86.8728,14.3895,10.72936387,2,2,2,1,1,1
Baltimore Oriole,balori,11,-86.7623,14.15274,-87.7836,14.8151,13.97828568,2,2,2,1,1,1
Baltimore Oriole,balori,12,-87.7033,14.60415,-88.4736,15.2141,17.50399579,2,2,2,1,1,1
Baltimore Oriole,balori,13,-87.4763,14.71704,-88.3632,15.1875,18.38590054,2,2,2,1,1,1
Baltimore Oriole,balori,14,-88.0151,15.17198,-88.722,15.5067,20.7414643,2,2,2,1,1,1
Baltimore Oriole,balori,15,-88.7951,16.11872,-89.1636,15.9589,24.78066439,2,2,2,1,1,1
Baltimore Oriole,balori,16,-89.759,25.17954,-89.7432,28.4077,53.72842416,2,2,2,1,1,1
Baltimore Oriole,balori,17,-88.8811,30.97665,-89.3568,34.0735,72.32191591,2,2,2,1,1,1
Baltimore Oriole,balori,18,-88.6201,35.97131,-89.6052,37.6911,88.18999748,2,2,2,1,1,1
Baltimore Oriole,balori,19,-89.8722,39.27421,-91.3992,40.0053,99.53927171,2,2,2,1,1,1
Baltimore Oriole,balori,20,-92.6593,42.63156,-93.828,42.2663,113.771439,2,2,2,1,1,1
Baltimore Oriole,balori,21,-93.3046,43.32094,-94.38,42.7717,116.8905567,2,2,2,1,1,1
Baltimore Oriole,balori,22,-93.1795,43.43234,-94.3524,42.8515,117.4632221,2,2,2,1,1,1
Baltimore Oriole,balori,23,-93.1286,43.45456,-94.3248,42.8249,117.6512472,2,2,2,1,1,1
Baltimore Oriole,balori,24,-93.1014,43.52744,-94.38,42.8515,117.9017884,2,2,2,1,1,1
Baltimore Oriole,balori,25,-93.0213,43.60966,-94.38,42.8781,118.2787931,2,2,2,1,1,1
Baltimore Oriole,balori,26,-93.0066,43.65315,-94.4628,42.9047,118.4305494,2,2,2,1,1,1
Baltimore Oriole,balori,27,-92.7345,43.52877,-94.2144,42.7717,119.4413039,2,2,2,1,1,1
Baltimore Oriole,balori,28,-92.0866,43.37612,-93.552,42.6387,121.6894929,2,2,2,1,1,1
Baltimore Oriole,balori,29,-91.4629,43.19418,-92.7792,42.5057,123.8794609,2,2,2,1,1,1
Baltimore Oriole,balori,30,-91.1703,43.09695,-92.1996,42.4525,124.917417,2,2,2,1,1,1
Baltimore Oriole,balori,31,-91.5421,43.23561,-92.5308,42.5589,126.2569768,2,2,2,1,1,1
Baltimore Oriole,balori,32,-92.0256,43.14919,-93.1104,42.5057,127.9501576,2,2,2,1,1,1
Baltimore Oriole,balori,33,-92.1734,42.73649,-93.3864,42.1865,129.3770489,2,2,2,1,1,1
Baltimore Oriole,balori,34,-92.16,41.83863,-93.3588,41.5481,132.2360811,2,2,2,1,1,1
Baltimore Oriole,balori,35,-91.4499,40.29686,-92.8068,40.5639,137.684038,2,2,2,1,1,1
Baltimore Oriole,balori,36,-90.3663,37.04142,-91.7856,38.3295,148.622902,2,2,2,1,1,1
Baltimore Oriole,balori,37,-90.1251,34.88196,-91.3716,36.7069,155.5053859,2,2,2,1,1,1
Baltimore Oriole,balori,38,-89.6692,32.54245,-90.9852,35.0843,163.0765,2,2,2,1,1,1
Baltimore Oriole,balori,39,-87.1635,27.30797,-86.5968,30.4559,181.7134189,2,2,2,1,1,1
Baltimore Oriole,balori,40,-86.2597,20.69249,-86.6244,17.1559,202.8867684,2,2,2,1,1,1
Baltimore Oriole,balori,41,-85.3364,17.76248,-85.9344,15.8259,212.6936637,2,2,2,1,1,1
Baltimore Oriole,balori,42,-85.5982,16.08951,-86.2932,15.2407,218.1611868,2,2,2,1,1,1
Baltimore Oriole,balori,43,-86.5582,15.6617,-87.5076,15.2939,221.7608662,2,2,2,1,1,1
Baltimore Oriole,balori,44,-86.4319,15.07434,-87.3972,15.0545,223.7289263,2,2,2,1,1,1
Baltimore Oriole,balori,45,-86.139,14.74491,-86.9556,14.8151,225.1968587,2,2,2,1,1,1
Baltimore Oriole,balori,46,-86.452,14.58368,-87.1488,14.8949,226.40566,2,2,2,1,1,1
Baltimore Oriole,balori,47,-86.393,14.45104,-86.9004,14.8151,226.8929028,2,2,2,1,1,1
Baltimore Oriole,balori,48,-85.932,14.21954,-86.4036,14.5491,228.6237841,2,2,2,1,1,1
Baltimore Oriole,balori,49,-86.1491,14.30512,-86.5692,14.6555,229.4102446,2,2,2,1,1,1
Baltimore Oriole,balori,50,-86.434,14.5442,-87.0384,14.8417,230.6381346,2,2,2,1,1,1
Baltimore Oriole,balori,51,-87.0463,14.89733,-87.8664,15.1343,232.9946528,2,2,2,1,1,1
Baltimore Oriole,balori,52,-87.4614,15.14561,-88.1976,15.2939,234.6100466,2,2,2,1,1,1
Barn Swallow,barswa,1,-60.93446045,-15.10248282,-60.59760161,-15.61530001,505.2175972,1,1,1,2,3,4
Barn Swallow,barswa,2,-60.08051597,-14.25121235,-59.21760161,-15.50890001,0,1,1,1,2,3,4
Barn Swallow,barswa,3,-61.02384166,-13.9557018,-60.26640161,-16.54630001,3.055751596,1,1,1,2,3,4
Barn Swallow,barswa,4,-61.69357681,-13.44895469,-60.45960161,-16.89210001,6.111503192,1,1,1,2,3,4
Barn Swallow,barswa,5,-62.96378968,-12.75233132,-61.28760161,-16.38670001,10.69513059,1,1,1,2,3,4
Barn Swallow,barswa,6,-65.55057303,-11.8087883,-62.66760161,-17.29110001,19.35309344,1,1,1,2,3,4
Barn Swallow,barswa,7,-66.83448689,-9.142151417,-63.10920161,-4.070900008,29.53893209,1,1,1,2,3,4
Barn Swallow,barswa,8,-68.69821745,-6.900569595,-63.79920161,-3.033500008,39.21547881,1,1,1,2,3,4
Barn Swallow,barswa,9,-70.12000581,-2.448769842,-63.49560161,-1.091700008,55.00352872,1,1,1,2,3,4
Barn Swallow,barswa,10,-71.29988628,1.18090664,-64.93080161,0.663899992,67.73582704,1,1,1,2,3,4
Barn Swallow,barswa,11,-73.16942128,3.051405274,-67.30440161,0.823499992,76.39378989,1,1,1,2,3,4
Barn Swallow,barswa,12,-75.87809366,6.273049521,-70.17480161,2.951499992,90.14467211,1,1,1,2,3,4
Barn Swallow,barswa,13,-77.91026577,9.286485507,-72.90720161,5.584899992,102.3676785,1,1,1,2,3,4
Barn Swallow,barswa,14,-80.3773954,13.67884604,-77.59920161,14.65549999,119.1743123,1,1,1,2,3,4
Barn Swallow,barswa,15,-83.43778544,18.72757897,-82.73280161,24.17829999,139.0366976,1,1,1,2,3,4
Barn Swallow,barswa,16,-86.18340414,22.47286918,-86.23800161,29.55149999,154.3154556,1,1,1,2,3,4
Barn Swallow,barswa,17,-90.51556416,27.69883694,-91.28880161,33.56809999,176.7243007,1,1,1,2,3,4
Barn Swallow,barswa,18,-93.88505292,32.35153483,-96.11880161,36.70689999,195.5681021,1,1,1,2,3,4
Barn Swallow,barswa,19,-96.72105934,35.87845324,-98.60280161,39.10089999,210.3375682,1,1,1,2,3,4
Barn Swallow,barswa,20,-100.1234955,40.27590637,-101.2248016,41.36189999,229.1813697,1,1,1,2,3,4
Barn Swallow,barswa,21,-101.8867428,42.74984457,-102.3564016,42.69189999,238.8579164,1,1,1,2,3,4
Barn Swallow,barswa,22,-102.3365042,43.81943913,-102.6324016,43.38349999,242.9322519,1,1,1,2,3,4
Barn Swallow,barswa,23,-102.1650514,44.19971697,-102.3012016,43.67609999,244.4601276,1,1,1,2,3,4
Barn Swallow,barswa,24,-101.9269297,44.26451821,-101.9976016,43.78249999,244.9694196,1,1,1,2,3,4
Barn Swallow,barswa,25,-101.6923619,43.98760502,-101.9424016,43.43669999,246.4972954,1,1,1,2,3,4
Barn Swallow,barswa,26,-101.8145784,44.5053865,-101.9424016,43.96869999,248.0251712,1,1,1,2,3,4
Barn Swallow,barswa,27,-101.8825519,44.64731162,-102.1632016,44.02189999,248.5344631,1,1,1,2,3,4
Barn Swallow,barswa,28,-101.6947105,44.519594,-102.2736016,43.78249999,249.553047,1,1,1,2,3,4
Barn Swallow,barswa,29,-101.4363611,44.34738917,-102.1632016,43.56969999,250.5716309,1,1,1,2,3,4
Barn Swallow,barswa,30,-101.1353511,43.6361807,-102.0252016,43.03769999,253.1180905,1,1,1,2,3,4
Barn Swallow,barswa,31,-100.7518238,42.9504276,-101.8044016,42.55889999,255.6645502,1,1,1,2,3,4
Barn Swallow,barswa,32,-100.4117868,42.29064924,-101.5836016,42.18649999,258.2110098,1,1,1,2,3,4
Barn Swallow,barswa,33,-99.65576505,40.70321394,-100.9764016,41.28209999,264.322513,1,1,1,2,3,4
Barn Swallow,barswa,34,-98.83547772,39.31757029,-100.5348016,40.48409999,269.4154324,1,1,1,2,3,4
Barn Swallow,barswa,35,-98.02016996,37.45885301,-100.2036016,39.76589999,276.0362275,1,1,1,2,3,4
